,Hashtag,Count
7394,covid19uk,1
7396,chronicillnessvoice,1
6915,discounts,1
7397,notjustpatients,1
6928,donnypangilinan,1
6929,pssa,1
6945,stevessleepytime,1
7388,etiology,1
6944,chemodamage,1
6943,takeaways,1
6942,endopain,1
7385,opioidrx,1
6941,lyrika,1
6940,evidencebasedmedicine,1
6939,backpaim,1
7386,purkinje,1
7387,handburns,1
6938,ilads,1
6937,esraasra2020,1
6936,econgress2020,1
6935,scaredycats,1
6934,srilanka,1
6933,pediatrics,1
6932,choosepsychiatry,1
6931,elderlycats,1
7441,fridaymorning,1
6846,digitization,1
6845,corky,1
6766,endocrinemisogyny,1
6764,costochondritis,1
71,imjussayin,1
6762,yourenotalone,1
6761,doglover,1
7475,blockedbykatiejoy,1
7476,revolutionnow,1
6760,cot,1
6759,clinicalpaintwitter,1
7477,endsars,1
7478,occupylekkitollgate,1
7479,recoverythroughscience,1
6756,frankfurt,1
7480,iol_chemicals_pharma,1
6754,pmld,1
7481,thesis,1
7482,phdfriend,1
6751,no2nodeal,1
6765,saifee,1
7474,blockedbykatie,1
7484,maskup,1
7473,katiejoy,1
6779,zhypnotics,1
6778,isfmcongress20,1
7468,sidenote,1
6777,peace,1
6776,whateverittakes,1
6775,takemymoney,1
6774,nodealmeansnomeds,1
6773,3point5percent,1
6772,cidp,1
7469,cigarettes,1
6770,urologist,1
6769,leevercancercenter,1
7470,bupropion,1
7471,woacb,1
6768,cavaliers,1
7472,woacbofficial,1
6767,gyn,1
7483,academicchatter,1
7485,steroidmoonface,1
7442,goodmorning,1
6736,gabapentinlyricalawsuit,1
6734,endingmedicalreversals,1
6733,totalkneereplacement,1
6732,journalofperioperativeandcriticalintensivecarenursing,1
7494,onestarwouldnotrecommend,1
6731,neuropathytreatmentthatworks,1
7495,doggie,1
6728,firstaidteam,1
7496,iolchem,1
7497,locums,1
6727,usmlefirstaid,1
7498,contraindications,1
6726,thiabendazole,1
6725,cdmo,1
80,napa,1
7499,wound,1
6721,sb19countdowntomyx,1
7500,wounds,1
6735,acpjournalclub,1
6737,wwg1wga,1
7486,antibiotic,1
6738,gaiathedog,1
7487,gastritis,1
6749,stopthepain,1
6748,mentaillness,1
7488,gerd,1
6747,kneereplacement,1
6746,bonesmart,1
6745,078034,1
7489,isis,1
7490,tnpain,1
7491,industrial,1
6744,203059,1
7492,electronicbodymusic,1
6743,075350,1
79,sf,1
6740,goofball,1
7493,ccc50,1
6739,adventureswithgaia,1
6780,solpadol,1
6781,donation,1
6782,dontgiveup,1
7450,brandedanaddict,1
6827,toilet,1
6826,tabletcomputer,1
6825,steroid,1
7451,freeforaweek,1
6824,nationalhealthservice,1
6823,weight_gain_with_nexplanon,1
7452,paedsanaes,1
6822,weight_gain_powder,1
6821,weight_gain_for_dogs,1
6820,weight_gain_nexplanon,1
6819,weight_gain_in_babies,1
6818,weight_gain_gabapentin,1
6817,weight_gain_with_iud,1
6816,weight_gain_drinks,1
6815,druginteractions,1
6814,physicaldistancing,1
7453,domesticabuse,1
6828,anticonvolsants,1
7449,spinalcordinjuryresearch,1
6783,limerick,1
6830,taperingissues,1
7443,coffeetime,1
6843,use,1
6842,first,1
6841,gabapentin100,1
7444,chasingmigranes,1
7445,ihatems,1
6838,prisoners,1
6837,anxietytreatment,1
6836,muchappreciated,1
6835,aa,1
6834,lg,1
6833,texaspharmacy,1
6832,aneshesiology,1
6831,rattle,1
7446,fhscat,1
7447,myfurrylove,1
7448,sucideprevention,1
7454,emotionalabuse,1
6813,casestudies,1
6812,kindaproud,1
6811,notproud,1
6794,colorado,1
6793,generalanxietydisorder,1
7462,clinicaltrialfraud,1
6792,tcckd,1
6791,depresion,1
6790,supportsmallstreams,1
7463,dataprotection,1
6789,supportsmallstreamers,1
7464,legalfixing,1
6788,affiliate,1
7465,pharmaceuticallobbying,1
7466,pharmaceuticalcorruption,1
6787,twitchstreamer,1
6786,streamer,1
6785,anxietyandpanic,1
6784,disableddogs,1
7467,mycatisanasshole,1
6795,paraplegic,1
6796,dontpunishchronicpain,1
7461,luvox,1
7458,domesticviolencesurvivor,1
7455,narcissist,1
6809,industryarc,1
6808,marketintelligence,1
6807,marketforecast,1
7456,toxicrelationships,1
6806,marketgrowth,1
6805,pharmaindustry,1
6804,hoarders,1
6797,psychnp,1
7459,womenempowerment,1
6803,metoprolol,1
7460,stillsenseimpendingdoomtho,1
6801,ukrunchat,1
6800,hcqworksfauciknewin2005,1
6799,hcq,1
6798,pmhnp,1
6977,carolroullardart,1
6978,gabapentinuses,1
6979,painreliver,1
7158,protonbeamtherapy,1
41,health2con,1
44,twitterismylfe,1
47,neuront,1
7280,womenintechnology,1
7153,hyperemesisgravidarm,1
7152,obstetrics,1
7151,fuckingflorida,1
7150,sheready,1
7149,cts,1
7281,impactfulwomen,1
7282,womenleadership,1
7147,thursdayvibes,1
7146,restoril,1
7284,adamfout,1
7285,cybersecuritynews,1
7286,cyber,1
7287,cybersecurity,1
7279,clinicalpharmacology,1
7159,cancertreatment,1
7145,medicalfraud,1
7278,basclinpharmtox,1
7273,vetmedlife,1
7172,basketballwives,1
7171,ranexa,1
7274,vettechlife,1
7275,lessstressisbest,1
7276,thecatlvt,1
7170,cardizem,1
7169,anexxa,1
7277,rasjacs,1
7168,remdesivir,1
7167,acr20,1
7166,c19,1
7165,gabapentinbreaksyourbrain,1
7164,hyperemesisgravidarum,1
7163,blm,1
7162,iamnotsuicidal,1
7161,triggerpoint,1
7288,cyberattacks,1
7289,cyberwar,1
7109,londonprotest,1
7297,hippain,1
7299,favouritethings,1
7124,asimmetriccatalysis,1
7123,acetaldehyde,1
7122,michaeladdition,1
7121,enamine,1
7120,organocatalysis,1
7119,visyochem2020,1
7118,vioproducts,1
7117,viopharmaceuticals,1
7116,votethemout,1
7115,theintractables,1
7300,loveislandusa,1
7114,patientadvocates,1
7113,sumbitch,1
7112,knowyourmeds,1
7301,friendship,1
55,canhealth,1
7298,soreleg,1
7126,bioanalysis,1
7142,worksforme,1
7127,marijuanaismedicine,1
7140,homelesspeoplearenotcriminals,1
7139,empowerment,1
7138,dignity,1
7290,apt,1
7137,humanrights,1
7291,securitybreach,1
7136,electionday,1
7135,waitinglist,1
7292,malware,1
7293,zeroday,1
7134,numb,1
7133,rrms,1
7132,halloween2020,1
7294,hacker,1
7295,breach,1
7296,plugsonplugsonplugs,1
7128,disableddocs,1
7272,cbdsupreme,1
7175,vomiting,1
7176,kidneystones,1
7225,hfpef,1
7223,stillfckingwaiting,1
7221,thebarnaclebaby,1
7252,feedkast,1
7220,andrade,1
7219,ss,1
7218,effyoushingles,1
7217,he,1
7216,essentialevidenceplus,1
7215,primarycareupdate,1
7214,valiumonsteroid,1
7213,myfurbaby,1
7212,firstdonoharm,1
7211,kindness,1
7210,kittlesonrules,1
7209,proudsenior,1
7208,pmr,1
37,ynw,1
7224,kaufen,1
7226,rcn,1
7177,medzine,1
7227,obama,1
34,janeiro,1
7239,gabapentinoides,1
7238,northernirland,1
7237,surgeryconfessions,1
7236,some4hpb,1
7235,hpb,1
7234,youdontjusteatem,1
31,4real,1
7232,mifepristone,1
7246,ow,1
7247,medicallyannoying,1
7230,clinicaltherapeutics,1
7248,teamenglandsherlock,1
7249,benedictcumberbatch,1
7229,germanshepherd,1
7250,mindpalace,1
7228,galliprant,1
7253,fatoldknacker,1
7254,ashp20,1
7255,ubuffalo,1
40,healht2con,1
7189,medicalmenopause,1
7188,taxpayers,1
7266,pharmaceuticalindustry,1
7187,meditate,1
7186,pfizergate,1
7185,pfizervaccine,1
7267,manufacturerandexporter,1
7183,travelwriting,1
7182,mustsees,1
7268,corgi,1
7269,corgicrew,1
7181,vacationspots,1
7180,dropout2traveler,1
7270,justneurologythings,1
7179,traveler,1
7271,mybipolarjourney,1
7178,protonbeam,1
7190,cancersurvivor,1
7191,motherisk,1
7192,tlmdx,1
7199,ausdoc,1
7256,suicidalideation,1
7205,gabaparty,1
7204,cancereducation,1
7203,wpsasm2020,1
7257,dangerousdrugs,1
7259,olddogsarethebest,1
7200,186836,1
7198,ri,1
7265,trigeminalneuropathicpain,1
7260,bidencalm,1
7261,hg2giveaways,1
7196,drugtrendsirl,1
7262,bursitis,1
7263,drawing,1
7195,needhugs,1
7264,sketchbook,1
7110,australiatour,1
7108,american,1
6980,relaxingmedicine,1
7030,overwhelming,1
7028,pattern,1
7027,encountered,1
7348,crpswithmybaby,1
7026,nextyear,1
7025,shortterm,1
7024,detachment,1
7023,yesterday,1
7022,sslf,1
7349,calmare,1
7021,pfdweek20,1
7020,whfevents,1
7350,ox3,1
7351,boro2021,1
7352,wonderwoman,1
7353,deiinro,1
7018,petlovers,1
7017,obamabidencovereditup,1
7029,expected,1
7347,burningnights,1
7015,bahrain,1
7031,overcome,1
7043,neurological,1
7340,surged,1
7341,ambulatoryreport,1
7042,intnsa2020,1
7041,mdssm,1
7342,nofreedom,1
7040,mds,1
7039,reparations,1
7038,spoiler,1
7344,kornacki,1
7036,pushit,1
7345,garunnoff,1
7346,thebirds,1
7035,stillness,1
7034,pt,1
7033,transition,1
7032,plan,1
7016,hillarycolludedwithrussia,1
7014,manama,1
7107,histdrugs,1
6995,cbdhealth,1
6993,franniebanana,1
7358,analgesiceffect,1
7359,gabapentinandpregabalin,1
7360,pacttrial,1
6991,geripharm,1
7361,mbc,1
7362,implantpain,1
6989,psychid2020,1
6988,fibromyaglia,1
6987,woozy,1
6986,chemical,1
6985,trump2020,1
6983,pesticide,1
7363,reconstruction,1
7364,overit,1
7365,medicalsystem,1
6981,irrationalpolypharmacy,1
6994,heroinpills,1
6996,alternatemedicine,1
7013,pharmaexports,1
6997,cbdlife,1
7012,cargo,1
7011,logisticsandsupplychain,1
7010,memphis,1
7009,retweeet,1
7008,anes20,1
7007,oldkittygirl,1
7354,mypetmatters,1
7355,oaaupdate21,1
7004,trumpsuperspreader,1
7003,painpatientnotaddict,1
7002,gabapentinsucks,1
7001,pushingbuttons,1
7000,elementary,1
7356,clinicrosc,1
6999,recoverychallenge,1
7357,perioperativeuse,1
6998,cbdbenefits,1
7044,themeds,1
7339,mixedmedia,1
7047,highcopays,1
7093,psgmun,1
7091,leaveacantakethecat,1
7090,debate2020,1
7309,forcethevote,1
7088,212,1
7312,958,1
7087,toxreadingcorner,1
56,disclosure,1
7313,gabawhy,1
7314,pharmacythoughts,1
60,nwonews,1
61,4026,1
7315,patientadvocacy,1
7316,journalofdiabetes,1
7317,painfuldiabeticneuropathy,1
66,homenetmen,1
7318,grateful,1
7078,catsofquarantine,1
7092,eraedta,1
7308,ihatethev,1
7337,chronicpaineurs,1
7307,tabbytroop,1
7302,pinkfloyd,1
7106,twitterstorians,1
7303,starwars,1
7105,histpharm,1
7304,bobafett,1
7305,sarlaccpit,1
7104,stayathome,1
7103,solidaritywithshopworkers,1
7102,retail,1
7101,yournhsneedsyou,1
7100,paindrugs,1
7099,pmpcpgy2,1
7098,pharmres,1
7306,myfavouritethings,1
7097,sb19,1
7096,sb19annivbingo,1
7095,fridaylivestream,1
7077,blacksmokemainecoon,1
7076,mainecoon,1
7075,captainlorca,1
7319,chronicpainisnofun,1
7327,gynsurgery,1
7328,dta,1
7329,sol,1
7330,overdoserisk,1
7331,painclinic,1
7056,pmrreviewpain,1
7333,stockstowatch,1
7055,pmrreview,1
7334,stockmarkets,1
7054,lisinopril,1
7335,glenmarkpharma,1
7052,obamacare,1
7051,drugcosts,1
7050,save,1
7049,90daysupply,1
7336,animalcrossing,1
7048,noinsurance,1
7326,gynfluencer,1
7325,authorized,1
7058,centralsensitization,1
7069,معلومة,1
7320,aresthesia,1
7074,chestsome,1
7321,todayimthankful,1
7322,aches,1
7072,funfacts,1
7071,medhumor,1
7323,attitudeofgratitude,1
7068,worldspineday,1
7059,conversiondisorder,1
7067,spinepain,1
7066,hypomania,1
7324,screwyoufibro,1
7064,gabapentinrefill,1
7063,medspharmarx,1
7062,citizenspace,1
7061,oldie,1
7501,icurxlesson,1
6720,pcd,1
6719,franchise,1
6386,physicallydependent,1
6384,patentee,1
6383,fallfriday,1
7697,vaccinated,1
6381,acscovid19,1
6380,injections,1
6379,storysocial,1
6378,tripwd,1
7698,ohioclc,1
7699,medicallaboratory,1
6376,theview,1
6375,shinglessuck,1
6374,lockdownreads,1
6373,hpjc,1
6372,epilepsyresearch,1
6371,1in26,1
6370,epipgx,1
6369,bbcqt,1
6385,sharingscience,1
7696,pfizergang,1
7701,90dayfiance,1
6388,cohort,1
6403,outbreak,1
7690,scareddog,1
7691,mansbestfriend,1
7692,feetofflames,1
7693,michaelflatley,1
6398,hydroxycloroquine,1
6397,fearmongering,1
6396,factsnotfear,1
6395,poncho,1
6394,happy420,1
6393,breast,1
6392,beach,1
7694,somehashtagsthere,1
6391,quarantinestudy,1
7695,triviatuesday,1
6390,quarantinepost,1
6389,retro,1
7700,spaceiq,1
6368,oxcarbazepine,1
6328,aecrpresearch,1
7708,em,1
7709,ratparent,1
7710,rodent,1
6345,epsteindidntkillhimself,1
6344,petey4prez2020,1
6343,needtobewrappedincottonwool,1
6342,medrecfun,1
6341,til,1
7711,rats,1
6338,coronapocalypse,1
6337,psychdrugs,1
6336,caninecodex,1
7712,akasthisia,1
7713,quercetin,1
7714,sgim21,1
7715,scra,1
7716,mdma,1
7717,psilocybin,1
6346,hydroxychloriquine,1
7707,gastropareis,1
7702,topmedtip,1
6349,closedheadinjuries,1
6365,treatmenteffectiveness,1
6364,rank,1
6363,disabledkitchen,1
6362,bryanmcpherson,1
7703,cannabismeds,1
6360,guideline,1
6359,unitedagainstdementia,1
6358,piped,1
7704,fuckythefuckms,1
6356,codurham,1
7705,paintrifecta,1
6355,countydurham,1
6354,healthwatchcountydurham,1
6353,healthwatch,1
6352,nephronotes,1
6351,dd,1
7706,mildpain,1
6404,wordmagicchat,1
6405,psychdrug,1
6406,thesquad,1
7663,fall,1
6449,thinskin,1
6448,dercumsdisease,1
6447,shorttermmemory,1
7664,modernmedicine,1
7665,frailty,1
6445,wellrx,1
6444,backpainrelief,1
6443,rsjc,1
7666,famouslastwords,1
7667,parcetamol,1
6441,increase,1
6440,ahrq,1
87,funt,1
6438,teamadhd,1
7668,localanaesthetics,1
6436,medicaln,1
6435,pathology,1
6450,ewblood,1
6452,disabilitymatters,1
6407,aleve,1
7662,geriatrician,1
6465,facialpain,1
6464,numbface,1
7656,patientnarrativesfirst,1
6463,swollenface,1
6462,adolescent,1
7657,refused,1
6461,nrr,1
6460,hugsnottheseneuropathicdrugs,1
6459,heatpacks,1
6458,colesevelam,1
6457,myedschallenge,1
7658,8,1
6456,day5,1
7659,mnd,1
7660,adversereactions,1
7661,nosleepclub,1
6453,smallvictories,1
7669,epidural,1
88,cuck,1
7670,moderna,1
7671,diazapam,1
7683,erythromelalgia,1
6419,comfy,1
6418,thermalallodynia,1
6417,mononeuritis,1
6416,mononeuropathy,1
7684,emwarriors,1
6414,ibroprufen,1
6413,mindfullness,1
6412,notsofunfact,1
7685,newukpainguidelines,1
7686,alternativepaincare,1
6411,topicaldiclofenac,1
6410,painmedications,1
6409,fentanylpatches,1
7687,molecularbiology,1
7688,pharmacoquiz,1
7689,vetneuro,1
7682,nationalpetday,1
6421,essentialworkers,1
7681,chemolife,1
6429,justforlaughs,1
7672,dihydrocodeine,1
6432,invisibledisabilty,1
7673,niceguidelines,1
6431,colourbynumber,1
7674,noquickfix,1
6430,twearl,1
7675,sosorry,1
6428,teamgrateful,1
7680,aztrazeneca,1
6427,neuroatypical,1
7676,selfmanagement,1
7677,tramadoltime,1
7678,projecttwenty21,1
91,charts,1
7679,voodoo,1
6422,spacemanagement,1
6329,trigeminalwarrior,1
7719,moosspeakerseries,1
7655,uck,1
6242,ampyra,1
6240,shinglesvirus,1
7769,avascularnecrosis,1
7770,allyouneedislove,1
6238,bbcyourquestions,1
6237,trichtollimania,1
6236,thesoundingboardblog,1
6235,caffeineneeded,1
6233,psychopharmacology,1
6232,notcriminals,1
7771,ificouldcryfortheworld,1
6231,notaddicts,1
7772,asbrs2021,1
7774,medicalproducts,1
6230,builtenvironment,1
7775,regulatoryaffairs,1
6229,heavydrinking,1
7776,regulatorycompliance,1
109,elililly,1
7768,as,1
6226,morethan2weeks,1
7767,robaxin,1
6257,gingercat,1
6256,seniorcat,1
7761,unlessyouliveitzipit,1
6255,moosekitty,1
6253,centralizedpain,1
7765,pwlc,1
6252,neuroinflammation,1
6251,painspecialist,1
6250,neuromodulation,1
7766,diazapan,1
6249,uglydogs,1
6248,periop2020,1
6247,kali,1
6246,respiratorycare,1
6245,linked,1
6244,p,1
6243,fampridine,1
7777,regulations,1
6225,vancouver,1
7720,druggedup247,1
6207,dermonc,1
6204,lasa,1
7783,asm21mel,1
6201,heyyallwatchthis,1
6200,betablocker,1
6199,insulin,1
6198,111,1
6197,doyourresearch,1
7784,dermpath,1
7785,jmgardner,1
7786,antimuscarinics,1
6193,clinicalfrailty,1
6192,themuellermethod,1
6191,dissociate,1
6190,truthis,1
6189,melatonin,1
6188,healthcarejournals,1
7787,lineofdutyfinale,1
6205,donutdown,1
7782,products,1
7778,circular,1
6209,diagnosticlimbo,1
7779,gcc,1
6223,nicar20,1
6222,priorauthorization,1
6221,whataboutlchf,1
6220,msawareness,1
6219,motility,1
7780,european,1
6218,tnwarrior,1
7781,complianceprofessionals,1
6217,trigeminal,1
6216,tnsucks,1
6215,tnawareness,1
6214,gobigorgohome,1
6213,massachusetts,1
6212,nebraska,1
6211,idaho,1
6210,painprescribing,1
6258,longhairedcat,1
36,ioc,1
108,jnj,1
6312,covid_19nz,1
6311,holyspiritjesuschrist,1
6310,meanwhile,1
6309,covid19pandemic,1
7733,piriformiswasamistake,1
7734,fetalanticonvulsantsyndrome,1
6307,stayhomenyc,1
6305,neonatalneurology,1
6304,nicu,1
7737,meshpain,1
6302,coronaqa,1
7738,corneal,1
7740,jointaddress,1
7741,hannity,1
6300,postsurgerylife,1
7742,foxnews,1
6299,capitalreports,1
7743,gh,1
7732,aapm2021,1
7731,distress,1
6261,ulcerativecolitis,1
7730,sdoh,1
6327,angiotensinblockers,1
6326,aceinhibitors,1
6325,cancerdrugs,1
6324,ppis,1
6323,hypnotics,1
103,more,1
6321,newsupdate,1
7721,doesntlikewind,1
7722,poorlilah,1
7723,dogecoin,1
7724,staysafestayhealthy,1
7726,medicalstudent,1
6319,newstoday,1
6318,moneytimes,1
7727,stayhome,1
7728,doctorhelp,1
7729,indianeedoxygen,1
6297,everydayhealthchat,1
6296,ihavealotoflayers,1
6295,mystory,1
7744,healthminister,1
6277,flippedpodcast,1
6276,broadchurch,1
6275,baddogmummy,1
6274,resister,1
6273,thebigquestions,1
6272,stoplying,1
7757,substanceusedisorder,1
7758,addictionhelp,1
6269,buckeyereport,1
7759,lupussucks,1
6268,yearofpain,1
6267,brainweek,1
6266,pdoc,1
6265,resed,1
7760,rainraingoaway,1
6263,cancercare,1
6262,avn,1
7756,cureconnect,1
7755,glucose,1
7753,addictiontreatment,1
6286,abused,1
6294,savingmylife,1
6293,psychmeds,1
6292,normalpharmacyprobsstillhere,1
6291,angrypharmacist,1
6290,covid2019,1
6288,blackcat,1
6287,noshame,1
7748,trispharma,1
7752,nucynta,1
7749,parktherapeutics,1
6285,workgottabedone,1
6284,keyworker,1
6283,enemyofthepeople,1
6282,wakeupamerica,1
7750,cebranopadol,1
7751,nociceptive,1
6466,shitthathappensinyourlatetwenties,1
6467,medicatingnormal,1
7503,uqresearch,1
6635,rstats,1
7556,sicklemom,1
7557,pharmacyfun,1
7558,chemicalphysics,1
7561,hysteria,1
7562,buprenorphinemakessense,1
7563,drugmonitoring,1
6629,globalyear2018,1
6628,postmastectomypainsyndrome,1
6627,stopprop,1
6626,peerreviewprocess,1
6625,publications,1
6624,casereports,1
6623,novelresearch,1
6622,tryingcbd,1
7564,mph,1
6621,aanmember,1
6620,takeyapills,1
6634,alanon,1
6636,phenobarbital,1
6618,blessedbe,1
7555,hopeful,1
6648,palc602,1
6647,palcare602,1
7543,meth,1
7544,flumazenil,1
7546,nihr,1
7547,pssd,1
7548,whatsthemove,1
7549,kangaroos,1
7550,stormpup,1
7551,shockwave,1
6642,nightmare,1
6641,patientexperience,1
7552,hardflaccid,1
6639,nbme,1
7553,neuropaticpain,1
6638,tja,1
7554,paintwitter,1
7565,surgeons,1
7566,routine,1
7580,dachshundsofinstagram,1
6604,houseofcommons,1
6602,allison,1
6601,medicinal,1
7574,pristiq,1
6600,benadryl,1
6599,degenerativedisc,1
6598,prescriptionaddiction,1
6597,medicalappointments,1
6596,pharmchallenge,1
6595,xeladomains,1
6594,xelalist,1
7575,backtoworktomorrow,1
6593,pregabalinrx,1
7576,degenerativediscdiscease,1
6592,uzbekistan,1
6591,neuroophth,1
7577,writingcommmunity,1
7578,keepingpeoplesafe,1
6603,realpropertymanagement,1
7573,bruxism,1
7567,moderation,1
7572,jawclinching,1
6617,vastibuloplasty,1
7568,deprescribingpolice,1
84,medicalstuffstinks,1
6615,periopmedsig,1
6614,mededchat,1
7569,callpodiatrystat,1
7570,nostrawmenneedreply,1
6613,bsgim,1
6612,learningneverstops,1
6611,gng,1
6610,thurbercast,1
6609,quiz,1
6608,medtwiter,1
6607,garbagepentin,1
6606,freeevent,1
7571,disabilitycommunity,1
6605,zoomwebinar,1
7542,rehabs,1
6649,risperidone,1
6650,rlsawareness,1
6704,gettingoldersucks,1
6702,hopeforlifewithoutmedication,1
6701,canadian,1
7511,ford,1
7513,drugsafetyupdate,1
7514,cannabrief,1
7515,thankful,1
7516,betrayal,1
7517,fearfreevets,1
7518,bluecrossanimalhospital,1
7519,nauseous,1
6695,analysis,1
6694,systematic,1
6693,acute,1
6692,thread,1
6691,oxide,1
6690,nitrous,1
6689,psychoactive,1
6703,sympathyhugs,1
6705,ciprofloxacin,1
6651,blepharospasm,1
6706,hydromorphone,1
6718,third,1
7504,pancreaticcancer,1
7505,hapc21,1
6716,neurovita,1
6715,fortworthtx,1
6714,patientcarecrisis,1
6713,akelos,1
7507,effectively,1
6712,gabapentingirl,1
6711,firbopain,1
6710,140,1
7508,prisoner,1
7509,jail,1
6709,biorxiv_neursci,1
6708,medicinalicecream,1
6707,iatesomeicecreamtoo,1
7510,wandsworth,1
6687,pene,1
6686,supporteachother,1
7521,nft,1
6684,carers,1
6667,medicalmystery,1
6666,drunkgreggjarrett,1
6664,statepolice,1
6663,medicalexaminer,1
7536,felinebehavior,1
7537,catbehaviour,1
6661,boneanalysis,1
6660,gcms,1
6659,sampleprep,1
6658,spe,1
6657,cleanscreendau,1
6656,clinicalpracticetoday,1
6655,gynecology,1
7538,felinebehaviour,1
6653,ifhc,1
6652,busylivingwithmets,1
7541,prometa,1
6668,zoetis,1
7534,fosterbabykeira,1
7533,buygabapentinonline,1
6676,mythbusting,1
7522,painting,1
7523,cryptoart,1
6680,funfact,1
7524,asset,1
7525,ukyperioperasclass,1
7526,share4safety,1
7527,teampatient,1
7528,teamnhs,1
6669,sequent,1
6675,wdg,1
6674,theaviators,1
7531,bookofesther,1
6672,medicalscience,1
7532,fedexsucks,1
6671,alcoholrelapse,1
6670,robenacoxib,1
7579,han,1
6590,ophtho,1
7654,مقاضيك_واصلة,1
7621,dopesicknation,1
6513,winecountrymovie,1
7623,rcmarposters,1
6512,hospitaladventure,1
6511,legalmed,1
6510,thelordreigneth,1
6509,petcare,1
6508,vetsoftwitter,1
7624,rcmarannual21,1
7625,mental_health,1
7626,liverinjury,1
7627,hydrocortisonegranules,1
7628,safemedicines,1
7629,confidence,1
7630,secondarycareeducation,1
7632,mortifytheflesh,1
7633,agedcare,1
7634,mostcited,1
7622,gaslight,1
6515,issues,1
6496,devastating,1
7620,bzinfocoalition,1
6527,pskqi,1
6526,morphology,1
6525,genetic,1
7613,prospect,1
7614,ppfa,1
6524,gene,1
6523,embryonicdevelopment,1
7615,tippurpleday,1
6522,embryo,1
7616,hallucination,1
22,fatass,1
6520,comasiesta,1
6519,facepain,1
6518,ellacat,1
6517,catsontwitter,1
7619,benzoreform,1
6516,blep,1
6498,ohwx,1
7636,praying4you,1
7581,dachshund,1
7648,trader,1
8,dtcn,1
6480,ourperfectwedding,1
6479,forensicscience,1
6478,thisisforthebirds,1
7650,easteregg,1
6476,covidiot,1
6475,approved,1
6474,tricyclic,1
6473,unproven,1
6472,nursepractitionerstudent,1
7651,corporateeaster,1
6471,nursepractionerschool,1
6470,picketfences,1
6469,rescuedogs,1
7652,statholiday,1
6468,moving,1
7653,ck,1
6482,freebies,1
6483,msvillage,1
6495,makeup,1
6484,intersticialcystitis,1
6494,omw,1
6493,medicalerror,1
6492,hernie,1
6491,herniateddiskssuck,1
6490,deathbycat,1
7638,sharetrading,1
86,boyracer,1
7639,communitypharmacy,1
6486,weather,1
7640,bottleoflies,1
7641,thrillsgalore,1
6485,diabetology,1
7642,apiproducts,1
21,tweetbrain,1
20,larynx,1
18,sharing,1
17,fibroaction,1
7612,msedchat,1
6528,quipps,1
6529,whataffectsmymentalhealth,1
6573,lt,1
6572,lyricia,1
6571,perianesthesia,1
6570,losartran,1
7589,carersgroup,1
6568,adagoesvirtual,1
6567,ada2020,1
6566,oagpostddw,1
6565,steemit,1
6564,crueltyfree,1
6563,inspiration,1
7590,peersupport,1
6562,motivation,1
7591,unfair,1
7592,opiatefacts,1
6560,pharmacologycat,1
6559,nonewmeds4me,1
7593,revokecdcglinesnow,1
7588,to_bts,1
6574,businessdevelopment,1
6530,crohnsflare,1
6575,welcometotheteam,1
6589,painsummit2020,1
7582,broadleysveterinaryhospital,1
6588,fuming,1
6587,this,1
6586,agitation,1
6585,hyperactive,1
6584,datascience,1
7583,venous2021,1
6582,provigil,1
6581,donttryit,1
6580,justkidding,1
7584,newsgp,1
7586,disabledstudent,1
6578,windexofmeds,1
7587,bts,1
6577,rasucks,1
6576,antidepressent,1
6558,generalanesthesia,1
6557,prostateresection,1
7594,holographicmicroscopy,1
6556,transurethral,1
7605,osusci,1
7606,worldpoetryday2021,1
6541,visualabstract,1
7607,crpstype1,1
6539,amjnephrol,1
7608,crpstype2,1
6538,fun,1
7609,stayhydratedbitches,1
6537,kindling,1
6536,lbd,1
7610,tunatuesday,1
23,neuroclerk,1
6535,lewybodydementia,1
6534,geried,1
6533,genc,1
6532,kpis,1
6531,xans,1
6543,asgabapentin,1
6544,tieviden,1
7604,frenchies,1
6550,stressmanagement,1
7595,neuralnetwork,1
6555,eskd,1
7596,2photon,1
6553,newbedford,1
85,official,1
6551,milwaukee,1
7597,ziconotide,1
7598,cerebralcortex,1
6545,deliriumhub500,1
7600,medicalfact,1
6548,felinefriday,1
7601,hipreplacement,1
6547,rescues,1
6546,deliriumresearch,1
7602,endo2021,1
7603,frenchie,1
5178,mechanismofaction,1
864,touch,1
5176,jabali,1
2338,thinkpositive,1
2348,sickofeds,1
2347,neurotten,1
2346,suffersciaticaneuropathy,1
551,sexy,1
2344,happysaturday,1
2343,thanksbigpharma,1
2342,atleastwetryto,1
2341,momshavelivestoo,1
2339,askaboutdiabetes,1
2337,thinkforward,1
2350,ehsmele,1
2336,planning,1
2335,behealthy,1
2334,grumble,1
2333,bitterashell,1
2332,spooniepain,1
2330,zomigfog,1
553,hypnotic,1
2326,mypatient,1
2324,notcancer,1
2349,painpin,1
2351,potential,1
557,infectious,1
2369,pakistan,1
2382,hellth,1
2381,neurontinwithout,1
2380,fibromyalgiaawarenessday,1
2379,sadness,1
2378,imdumb,1
2377,losartanpotassium,1
2376,sciaticneuritis,1
2372,butane,1
549,escorts,1
2368,primarycarerap,1
2352,pregabalinsteptherapy,1
2367,painbible,1
2365,ghost,1
2364,rheum2016,1
2363,pharma3d,1
2361,hysingla,1
2360,bulldog,1
2358,formulations,1
2354,chronicbackpain,1
